
Playing Time	Performance	Expected	Progression	Per 90 Minutes	
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	xG	npxG	xAG	npxG+xAG	PrgC	PrgP	PrgR	Gls	Ast	G+A	G-PK	G+A-PK	xG	xAG	xG+xAG	npxG	npxG+xAG	Matches
658	Everaldo Stum	br BRA	FW	Bahia	32	1991	37	27	2,056	22.8	8	3	11	7	1	1	6	0	7.2	6.4	1.9	8.3	40	37	166	0.35	0.13	0.48	0.31	0.44	0.32	0.08	0.40	0.28	0.36	Matches
659	Damián Suárez	uy URU	DF	Botafogo (RJ)	35	1988	17	13	1,244	13.8	0	1	1	0	0	0	5	0	0.1	0.1	1.6	1.7	22	37	55	0.00	0.07	0.07	0.00	0.07	0.01	0.12	0.13	0.01	0.13	Matches
660	Bruno Tabata	br BRA	FW,MF	Internacional	26	1997	17	14	1,071	11.9	2	3	5	2	0	1	2	0	2.4	1.4	2.6	4.0	39	62	85	0.17	0.25	0.42	0.17	0.42	0.20	0.21	0.42	0.12	0.33	Matches
661	Gabriel Taliari	br BRA	FW	Juventude	26	1997	21	8	914	10.2	2	2	4	2	0	1	1	0	3.3	2.5	1.6	4.2	9	12	48	0.20	0.20	0.39	0.20	0.39	0.33	0.16	0.49	0.25	0.41	Matches
662	Talisson	br BRA	FW	RB Bragantino	21	2002	4	1	114	1.3	0	0	0	0	0	0	0	0	0.1	0.1	0.0	0.1	5	1	10	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.10	0.10	0.10	Matches
663	Tchê Tchê	br BRA	MF,FW	Botafogo (RJ)	31	1992	28	16	1,570	17.4	0	0	0	0	0	0	2	1	0.7	0.7	2.8	3.5	30	94	44	0.00	0.00	0.00	0.00	0.00	0.04	0.16	0.20	0.04	0.20	Matches
664	Alex Teixeira	br BRA	FW,MF	Vasco da Gama	34	1990	7	2	238	2.6	1	1	2	1	0	0	0	0	1.1	1.1	0.2	1.2	6	8	18	0.38	0.38	0.76	0.38	0.76	0.40	0.07	0.47	0.40	0.47	Matches
665	Alex Telles	br BRA	DF,MF	Botafogo (RJ)	31	1992	11	8	650	7.2	0	1	1	0	0	0	1	0	1.0	1.0	1.1	2.1	18	31	43	0.00	0.14	0.14	0.00	0.14	0.14	0.16	0.29	0.14	0.29	Matches
666	David Terans	uy URU	MF,FW	Fluminense	29	1994	7	2	217	2.4	0	0	0	0	0	0	1	0	0.2	0.2	0.0	0.2	5	1	10	0.00	0.00	0.00	0.00	0.00	0.09	0.01	0.10	0.09	0.10	Matches
667	Felipe Teresa	br BRA	MF,FW	Flamengo	18	2006	1	0	5	0.1	1	0	1	1	0	0	0	0	0.3	0.3	0.0	0.3	0	0	0	18.00	0.00	18.00	18.00	18.00	5.52	0.00	5.52	5.52	5.52	Matches
668	Thaciano	br BRA	FW,MF	Bahia	28	1995	35	32	2,343	26.0	7	2	9	7	0	0	6	0	5.7	5.7	2.6	8.3	20	50	124	0.27	0.08	0.35	0.27	0.35	0.22	0.10	0.32	0.22	0.32	Matches
669	Thiaguinho	br BRA	MF	Juventude	26	1997	7	3	308	3.4	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.1	2	8	1	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.02	Matches
670	Tiago	br BRA	FW,MF	Bahia	18	2005	4	0	60	0.7	0	0	0	0	0	0	0	0	0.3	0.3	0.4	0.7	5	0	10	0.00	0.00	0.00	0.00	0.00	0.38	0.63	1.01	0.38	1.01	Matches
671	Guilherme Tinga	br BRA	DF	Fortaleza	30	1993	29	23	2,152	23.9	2	1	3	2	0	0	3	1	1.9	1.9	1.9	3.8	32	105	73	0.08	0.04	0.13	0.08	0.13	0.08	0.08	0.16	0.08	0.16	Matches
672	Titi	br BRA	DF	Fortaleza	35	1988	23	23	2,020	22.4	1	0	1	1	0	0	8	0	0.2	0.2	0.6	0.8	8	44	1	0.04	0.00	0.04	0.04	0.04	0.01	0.03	0.04	0.01	0.04	Matches
673	Félix Torres Caicedo	ec ECU	DF	Corinthians	27	1997	22	19	1,710	19.0	0	0	0	0	0	0	3	0	0.8	0.8	0.8	1.6	5	60	2	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.08	0.04	0.08	Matches
674	Miguel Trauco	pe PER	DF	Criciúma	31	1992	24	17	1,446	16.1	2	0	2	2	0	0	3	1	0.3	0.3	0.5	0.8	3	81	15	0.12	0.00	0.12	0.12	0.12	0.02	0.03	0.05	0.02	0.05	Matches
675	Bruno Tubarão	br BRA	DF	Atl Goianiense	28	1995	23	17	1,586	17.6	0	0	0	0	0	0	4	1	0.4	0.4	1.2	1.6	49	107	64	0.00	0.00	0.00	0.00	0.00	0.02	0.07	0.09	0.02	0.09	Matches
676	Bruno Uvini	br BRA	DF	Vitória	32	1991	6	5	428	4.8	0	0	0	0	0	0	1	0	0.1	0.1	0.0	0.1	1	12	0	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.02	0.02	0.02	Matches
677	Enner Valencia	ec ECU	FW	Internacional	34	1989	24	11	961	10.7	3	1	4	3	0	1	2	0	4.2	3.4	0.5	4.0	26	11	70	0.28	0.09	0.37	0.28	0.37	0.40	0.05	0.45	0.32	0.37	Matches
678	Vanderlan	br BRA	DF	Palmeiras	21	2002	25	9	1,051	11.7	0	3	3	0	0	0	0	0	0.4	0.4	2.6	3.0	19	32	73	0.00	0.26	0.26	0.00	0.26	0.03	0.22	0.26	0.03	0.26	Matches
679	Guillermo Varela	uy URU	DF	Flamengo	30	1993	18	12	1,038	11.5	1	0	1	1	0	0	2	0	0.2	0.2	1.0	1.3	14	24	50	0.09	0.00	0.09	0.09	0.09	0.02	0.09	0.11	0.02	0.11	Matches
680	Eduardo Vargas	cl CHI	MF,FW	Atlético Mineiro	34	1989	23	8	851	9.5	8	2	10	6	2	2	1	0	5.4	3.8	1.2	5.0	13	40	67	0.85	0.21	1.06	0.63	0.85	0.57	0.13	0.70	0.40	0.53	Matches
681	Pablo Vegetti	ar ARG	FW	Vasco da Gama	35	1988	35	34	2,986	33.2	12	2	14	12	0	2	7	0	12.4	10.9	2.8	13.7	10	37	131	0.36	0.06	0.42	0.36	0.42	0.37	0.09	0.46	0.33	0.41	Matches
682	Raphael Veiga	br BRA	MF	Palmeiras	28	1995	34	30	2,478	27.5	11	3	14	8	3	4	3	1	10.8	7.6	7.1	14.7	57	168	124	0.40	0.11	0.51	0.29	0.40	0.39	0.26	0.65	0.28	0.53	Matches
683	Fausto Vera	ar ARG	MF	Atlético Mineiro	23	2000	20	19	1,654	18.4	2	0	2	2	0	0	1	0	1.8	1.8	0.3	2.1	19	77	26	0.11	0.00	0.11	0.11	0.11	0.10	0.02	0.11	0.10	0.11	Matches
684	Fausto Vera	ar ARG	MF	Corinthians	23	2000	6	2	212	2.4	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.4	6	21	6	0.00	0.00	0.00	0.00	0.00	0.12	0.04	0.16	0.12	0.16	Matches
685	Gabriel Veron	br BRA	FW,MF	Cruzeiro	21	2002	27	21	1,611	17.9	6	2	8	6	0	0	3	0	4.1	4.1	1.5	5.6	24	34	100	0.34	0.11	0.45	0.34	0.45	0.23	0.08	0.31	0.23	0.31	Matches
686	João Victor	br BRA	DF	Flamengo	17	2007	1	0	4	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
687	João Victor	br BRA	DF	Vasco da Gama	25	1998	23	20	1,776	19.7	1	1	2	1	0	0	6	2	0.2	0.2	0.8	1.0	41	78	14	0.05	0.05	0.10	0.05	0.10	0.01	0.04	0.05	0.01	0.05	Matches
688	Marcos Victor	br BRA	DF	Ath Paranaense	22	2001	1	0	4	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.13	0.00	0.13	Matches
689	Dudu Vieira	br BRA	MF	Juventude	29	1994	5	3	268	3.0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	1	8	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
690	Felipe Vieira		DF,MF	Fluminense			6	0	161	1.8	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.02	0.02	0.02	Matches
691	Lucas Villalba	ar ARG	DF	Cruzeiro	29	1994	23	14	1,326	14.7	0	0	0	0	0	0	2	0	0.2	0.2	0.3	0.5	16	58	10	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.03	0.01	0.03	Matches
692	Mathías Villasanti	py PAR	MF	Grêmio	27	1997	26	26	2,339	26.0	3	1	4	3	0	0	5	0	2.1	2.1	1.6	3.6	17	120	51	0.12	0.04	0.15	0.12	0.15	0.08	0.06	0.14	0.08	0.14	Matches
693	Matías Viña	uy URU	DF	Flamengo	26	1997	9	4	422	4.7	0	0	0	0	0	0	1	0	0.3	0.3	0.6	0.8	7	15	37	0.00	0.00	0.00	0.00	0.00	0.05	0.12	0.18	0.05	0.18	Matches
694	Alix Vinicius	br BRA	DF	Atl Goianiense	24	1999	25	24	2,042	22.7	0	0	0	0	0	0	6	2	1.3	1.3	0.7	2.0	11	69	10	0.00	0.00	0.00	0.00	0.00	0.06	0.03	0.09	0.06	0.09	Matches
695	Caio Vinícius	br BRA	DF,MF	Vitória	25	1999	11	8	601	6.7	0	0	0	0	0	0	6	0	0.5	0.5	0.0	0.5	5	28	6	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.08	0.08	0.08	Matches
696	Eduardo Vinícius	br BRA	MF	Cuiabá	18	2005	2	0	19	0.2	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.07	0.00	0.07	Matches
697	Mateus Vital	br BRA	MF,FW	Cruzeiro	25	1998	19	5	533	5.9	1	1	2	1	0	0	0	0	1.0	1.0	0.4	1.4	12	25	27	0.17	0.17	0.34	0.17	0.34	0.16	0.07	0.24	0.16	0.24	Matches
698	Vitão	br BRA	DF	Internacional	23	2000	30	28	2,502	27.8	0	0	0	0	0	0	5	0	1.4	1.4	0.1	1.5	29	89	4	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.05	0.05	0.05	Matches
699	Vitinho	br BRA	MF,FW	Cruzeiro	19	2004	21	1	484	5.4	1	1	2	1	0	0	2	0	1.9	1.9	0.4	2.3	7	14	25	0.19	0.19	0.37	0.19	0.37	0.35	0.07	0.42	0.35	0.42	Matches
700	Vitinho	br BRA	MF	Atlético Mineiro	19	2004	1	0	1	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
701	Vitinho	br BRA	FW,MF	RB Bragantino	24	1999	33	21	1,915	21.3	3	3	6	3	0	0	7	0	3.8	3.8	2.7	6.4	72	51	168	0.14	0.14	0.28	0.14	0.28	0.18	0.12	0.30	0.18	0.30	Matches
702	Vitinho	br BRA	DF,MF	Botafogo (RJ)	24	1999	11	11	770	8.6	0	0	0	0	0	0	0	0	1.3	1.3	0.5	1.8	11	31	58	0.00	0.00	0.00	0.00	0.00	0.15	0.06	0.21	0.15	0.21	Matches
703	Paulo Vitor	br BRA	MF	Atlético Mineiro	19	2004	13	6	529	5.9	0	0	0	0	0	0	4	0	0.0	0.0	0.2	0.2	7	20	6	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.03	Matches
704	Rayan Vitor	br BRA	FW,MF	Vasco da Gama	17	2006	24	7	855	9.5	1	0	1	1	0	0	2	0	1.9	1.8	1.4	3.2	16	15	51	0.11	0.00	0.11	0.11	0.11	0.20	0.14	0.34	0.19	0.34	Matches
705	Felipe Vizeu	br BRA	FW	Criciúma	26	1997	17	5	445	4.9	2	0	2	2	0	0	1	1	1.0	1.0	0.2	1.2	6	9	19	0.40	0.00	0.40	0.40	0.40	0.20	0.04	0.25	0.20	0.25	Matches
706	Wagner	br BRA	DF	Vitória	24	1999	36	36	3,156	35.1	5	0	5	4	1	1	5	1	4.7	3.9	0.4	4.3	23	103	4	0.14	0.00	0.14	0.11	0.11	0.13	0.01	0.14	0.11	0.12	Matches
707	Walace	br BRA	MF	Cruzeiro	28	1995	11	6	462	5.1	0	0	0	0	0	0	2	0	0.1	0.1	0.0	0.1	11	25	7	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.02	0.02	0.02	Matches
708	Wallace	br BRA	MF,FW	Flamengo	18	2005	1	0	16	0.2	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	1	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.16	0.16	0.16	Matches
709	Walter	br BRA	GK	Cuiabá	36	1987	36	36	3,240	36.0	0	0	0	0	0	0	5	0	0.0	0.0	0.0	0.0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
710	Wanderson	br BRA	FW,MF	Internacional	29	1994	23	10	1,015	11.3	2	2	4	2	0	0	3	0	2.4	2.4	2.5	4.9	29	33	73	0.18	0.18	0.35	0.18	0.35	0.21	0.22	0.43	0.21	0.43	Matches
711	Welington	br BRA	DF	São Paulo	22	2001	22	19	1,697	18.9	0	1	1	0	0	0	6	0	0.4	0.4	0.8	1.2	40	79	105	0.00	0.05	0.05	0.00	0.05	0.02	0.04	0.07	0.02	0.07	Matches
712	José Welison	br BRA	MF	Fortaleza	28	1995	21	10	883	9.8	0	1	1	0	0	0	1	1	0.1	0.1	0.7	0.8	7	42	8	0.00	0.10	0.10	0.00	0.10	0.01	0.07	0.08	0.01	0.08	Matches
713	João Wellington	br BRA	MF,FW	Cruzeiro	20	2004	10	2	297	3.3	0	0	0	0	0	0	1	0	0.0	0.0	0.1	0.2	6	5	7	0.00	0.00	0.00	0.00	0.00	0.01	0.04	0.05	0.01	0.05	Matches
714	Werton	br BRA	MF,FW	Flamengo	20	2003	2	0	49	0.5	0	0	0	0	0	0	0	0	0.1	0.1	0.0	0.1	1	1	3	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.10	0.10	0.10	Matches
715	Wesley	br BRA	DF	Flamengo	20	2003	31	25	2,344	26.0	0	2	2	0	0	0	1	0	1.3	1.3	2.4	3.6	68	96	233	0.00	0.08	0.08	0.00	0.08	0.05	0.09	0.14	0.05	0.14	Matches
716	Wesley	br BRA	FW,MF	Internacional	24	1999	33	30	2,515	27.9	11	1	12	11	0	0	11	0	6.5	6.5	3.5	9.9	101	108	254	0.39	0.04	0.43	0.39	0.43	0.23	0.12	0.36	0.23	0.36	Matches
717	Wesley	br BRA	FW	Corinthians	18	2005	23	17	1,438	16.0	2	1	3	2	0	0	2	0	1.8	1.8	2.4	4.1	79	45	124	0.13	0.06	0.19	0.13	0.19	0.11	0.15	0.26	0.11	0.26	Matches
718	Weverton	br BRA	FW	Cruzeiro	20	2003	1	0	7	0.1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
719	Wéverton	br BRA	GK	Palmeiras	36	1987	37	37	3,330	37.0	0	1	1	0	0	0	2	0	0.0	0.0	0.3	0.3	0	0	0	0.00	0.03	0.03	0.00	0.03	0.00	0.01	0.01	0.00	0.01	Matches
720	William	br BRA	DF	Cruzeiro	28	1995	34	33	2,963	32.9	5	5	10	2	3	3	8	0	4.6	2.3	4.5	6.8	84	139	214	0.15	0.15	0.30	0.06	0.21	0.14	0.14	0.28	0.07	0.21	Matches
721	Willian	br BRA	MF	Vitória	30	1993	35	30	2,649	29.4	5	1	6	5	0	0	8	0	4.1	4.1	1.2	5.3	11	102	46	0.17	0.03	0.20	0.17	0.20	0.14	0.04	0.18	0.14	0.18	Matches
722	Estêvão Willian	br BRA	FW	Palmeiras	17	2006	31	26	2,097	23.3	13	9	22	10	3	3	4	0	10.5	8.2	7.1	15.3	145	92	291	0.56	0.39	0.94	0.43	0.82	0.45	0.31	0.76	0.35	0.66	Matches
723	Samuel Xavier	br BRA	DF	Fluminense	33	1990	32	32	2,750	30.6	0	2	2	0	0	0	5	0	0.7	0.7	2.0	2.7	66	142	101	0.00	0.07	0.07	0.00	0.07	0.02	0.07	0.09	0.02	0.09	Matches
724	Yago	br BRA	MF	Bahia	28	1995	8	0	68	0.8	0	0	0	0	0	0	3	0	0.0	0.0	0.0	0.1	1	3	3	0.00	0.00	0.00	0.00	0.00	0.05	0.04	0.09	0.05	0.09	Matches
725	Bruno Zapelli	ar ARG	MF,FW	Ath Paranaense	21	2002	32	16	1,412	15.7	0	5	5	0	0	0	3	0	3.7	3.7	4.7	8.4	37	82	116	0.00	0.32	0.32	0.00	0.32	0.24	0.30	0.54	0.24	0.54	Matches
726	Federico Zaracho	ar ARG	MF	Atlético Mineiro	25	1998	16	11	874	9.7	2	0	2	2	0	0	2	0	0.9	0.9	0.6	1.5	6	28	34	0.21	0.00	0.21	0.21	0.21	0.09	0.06	0.15	0.09	0.15	Matches
727	Zeca	br BRA	DF	Vitória	29	1994	5	4	388	4.3	0	0	0	0	0	0	1	0	0.1	0.1	0.2	0.2	14	17	12	0.00	0.00	0.00	0.00	0.00	0.02	0.04	0.05	0.02	0.05	Matches
728	Mateo Zuleta	co COL	FW,MF	Atl Goianiense	21	2002	4	0	49	0.5	1	0	1	1	0	0	1	0	0.5	0.5	0.1	0.6	3	2	13	1.84	0.00	1.84	1.84	1.84	0.90	0.14	1.05	0.90	1.05	Matches
